word_d,pos_d,words_m,poss_m,word_h,pos_h,order,rules_h,rules_am
баротерапия,noun,баро,glroot,терапия,noun,1;0,,
барохирургия,noun,баро,glroot,хирургия,noun,1;0,,
блицтурнир,noun,блиц,glroot,турнир,noun,1;0,,
блицпартия,noun,блиц,glroot,партия,noun,1;0,,
блицпоход,noun,блиц,glroot,поход,noun,1;0,,
блиц-поездка,noun,блиц,glroot,поездка,noun,1;0,,
биозащита,noun,био,glroot,защита,noun,1;0,,
биоток,noun,био,glroot,ток,noun,1;0,,
биостимулятор,noun,био,glroot,стимулятор,noun,1;0,,
биокибернетика,noun,био,glroot,кибернетика,noun,1;0,,
видеозапись,noun,видео,glroot,запись,noun,1;0,,
видеосигнал,noun,видео,glroot,сигнал,noun,1;0,,
видеомагнитофон,noun,видео,glroot,магнитофон,noun,1;0,,
видеоконтроль,noun,видео,glroot,контроль,noun,1;0,,
дендрохронология,noun,дендро,glroot,хронология,noun,1;0,,
дендропарк,noun,дендро,glroot,парк,noun,1;0,,
гелиофизика,noun,гелио,glroot,физика,noun,1;0,,
гелиотерапия,noun,гелио,glroot,терапия,noun,1;0,,
гелиоводонагреватель,noun,гелио,glroot,водонагреватель,noun,1;0,,
геохимия,noun,гео,glroot,химия,noun,1;0,,
геоботаника,noun,гео,glroot,ботаника,noun,1;0,,
геомагнетизм,noun,гео,glroot,магнетизм,noun,1;0,,
гидродинамика,noun,гидро,glroot,динамика,noun,1;0,,
гидроизоляция,noun,гидро,glroot,изоляция,noun,1;0,,
гидроэлектростанция,noun,гидро,glroot,электростанция,noun,1;0,,
гидрокостюм,noun,гидро,glroot,костюм,noun,1;0,,
гидролокатор,noun,гидро,glroot,локатор,noun,1;0,,
изолиния,noun,изо,glroot,линия,noun,1;0,,
квазизвезда,noun,квази,glroot,звезда,noun,1;0,,
квазипустота,noun,квази,glroot,пустота,noun,1;0,,
квазиизлучение,noun,квази,glroot,излучение,noun,1;0,,
квазипоэзия,noun,квази,glroot,поэзия,noun,1;0,,
лейтмотив,noun,лейт,glroot,мотив,noun,1;0,,
лейттема,noun,лейт,glroot,тема,noun,1;0,,
макроклимат,noun,макро,glroot,климат,noun,1;0,,
макрорельеф,noun,макро,glroot,рельеф,noun,1;0,,
макромир,noun,макро,glroot,мир,noun,1;0,,
макро-событие,noun,макро,glroot,событие,noun,1;0,,
макси-юбка,noun,макси,glroot,юбка,noun,1;0,,
макси-пальто,noun,макси,glroot,пальто,noun,1;0,,
макси-польза,noun,макси,glroot,польза,noun,1;0,,
микроорганизм,noun,микро,glroot,организм,noun,1;0,,
микрофильм,noun,микро,glroot,фильм,noun,1;0,,
микропримесь,noun,микро,glroot,примесь,noun,1;0,,
микрочастица,noun,микро,glroot,частица,noun,1;0,,
микромир,noun,микро,glroot,мир,noun,1;0,,
микровзрыв,noun,микро,glroot,взрыв,noun,1;0,,
микроэлектродвигатель,noun,микро,glroot,электродвигатель,noun,1;0,,
микрорецензия,noun,микро,glroot,рецензия,noun,1;0,,
мини-юбка,noun,мини,glroot,юбка,noun,1;0,,
мини-партия,noun,мини,glroot,партия,noun,1;0,,
мини-футбол,noun,мини,glroot,футбол,noun,1;0,,
мини-басня,noun,мини,glroot,басня,noun,1;0,,
монокультура,noun,моно,glroot,культура,noun,1;0,,
моноволокно,noun,моно,glroot,волокно,noun,1;0,,
монорельс,noun,моно,glroot,рельс,noun,1;0,,
неогегельянство,noun,нео,glroot,гегельянство,noun,1;0,,
неореализм,noun,нео,glroot,реализм,noun,1;0,,
неоколониализм,noun,нео,glroot,колониализм,noun,1;0,,
неокапитализм,noun,нео,glroot,капитализм,noun,1;0,,
неонацизм,noun,нео,glroot,нацизм,noun,1;0,,
неомещанин,noun,нео,glroot,мещанин,noun,1;0,,
невропатология,noun,невро,glroot,патология,noun,1;0,,
невросклероз,noun,невро,glroot,склероз,noun,1;0,,
нейроанатомия,noun,нейро,glroot,анатомия,noun,1;0,,
нейрохирургия,noun,нейро,glroot,хирургия,noun,1;0,,
нитролак,noun,нитро,glroot,лак,noun,1;0,,
нитрокраска,noun,нитро,glroot,краска,noun,1;0,,
нитробактерии,noun,нитро,glroot,бактерии,noun,1;0,,
поливитамин,noun,поли,glroot,витамин,noun,1;0,,
полиметалл,noun,поли,glroot,металл,noun,1;0,,
полиэкран,noun,поли,glroot,экран,noun,1;0,,
псевдонаука,noun,псевдо,glroot,наука,noun,1;0,,
псевдоготика,noun,псевдо,glroot,готика,noun,1;0,,
псевдоклассицизм,noun,псевдо,glroot,классицизм,noun,1;0,,
псевдокислота,noun,псевдо,glroot,кислота,noun,1;0,,
псевдоноватор,noun,псевдо,glroot,новатор,noun,1;0,,
псевдопрогресс,noun,псевдо,glroot,прогресс,noun,1;0,,
псевдохудожник,noun,псевдо,glroot,художник,noun,1;0,,
телеуправление,noun,теле,glroot,управление,noun,1;0,,
телеконтроль,noun,теле,glroot,контроль,noun,1;0,,
телефото,noun,теле,glroot,фото,noun,1;0,,
фотохимия,noun,фото,glroot,химия,noun,1;0,,
фотосинтез,noun,фото,glroot,синтез,noun,1;0,,
фотопреобразователь,noun,фото,glroot,преобразователь,noun,1;0,,
хромолитография,noun,хромо,glroot,литография,noun,1;0,,
хроморетушер,noun,хромо,glroot,ретушер,noun,1;0,,
километр,noun,кило,glroot,метр,noun,1;0,,
килограмм,noun,кило,glroot,грамм,noun,1;0,,
дециметр,noun,деци,glroot,метр,noun,1;0,,
децилитр,noun,деци,glroot,литр,noun,1;0,,
сантиметр,noun,санти,glroot,метр,noun,1;0,,
сантиграмм,noun,санти,glroot,грамм,noun,1;0,,
миллиметр,noun,милли,glroot,метр,noun,1;0,,
миллиграмм,noun,милли,glroot,грамм,noun,1;0,,
микровольт,noun,микро,glroot,вольт,noun,1;0,,
микрорентген,noun,микро,glroot,рентген,noun,1;0,,
мегатонна,noun,мега,glroot,тонна,noun,1;0,,
мегагерц,noun,мега,glroot,герц,noun,1;0,,
стратонавт,noun,страто,glroot,навт,glroot,1;0,,
стратостат,noun,страто,glroot,стат,glroot,1;0,,
арифмометр,noun,арифмо,glroot,метр,glroot,1;0,,
арифмограф,noun,арифмо,glroot,граф,glroot,1;0,,
наркоман,noun,нарко,glroot,ман,glroot,1;0,,
вертодром,noun,верто,glroot,дром,glroot,1;0,,
диапорама,noun,диапо,glroot,рама,glroot,1;0,,
русофил,noun,русо,glroot,фил,glroot,1;0,,
англоман,noun,англо,glroot,ман,glroot,1;0,,
социолог,noun,социо,glroot,лог,glroot,1;0,,
криминолог,noun,кримино,glroot,лог,glroot,1;0,,
аллерголог,noun,аллерго,glroot,лог,glroot,1;0,,
иммунолог,noun,иммуно,glroot,лог,glroot,1;0,,
технолог,noun,техно,glroot,лог,glroot,1;0,,
акванавт,noun,аква,glroot,навт,glroot,1;0,,
аквамобиль,noun,аква,glroot,мобиль,glroot,1;0,,
антрополог,noun,антропо,glroot,лог,glroot,1;0,,
антропометр,noun,антропо,glroot,метр,glroot,1;0,,
библиофил,noun,библио,glroot,фил,glroot,1;0,,
библиограф,noun,библио,glroot,граф,glroot,1;0,,
библиотека,noun,библио,glroot,тека,glroot,1;0,,
графолог,noun,графо,glroot,лог,glroot,1;0,,
графоман,noun,графо,glroot,ман,glroot,1;0,,
кардиолог,noun,кардио,glroot,лог,glroot,1;0,,
кардиограмма,noun,кардио,glroot,грамма,glroot,1;0,,
типография,noun,типо,glroot,графия,glroot,1;0,,
троллейбус,noun,троллей,glroot,бус,glroot,1;0,,
троллейкар,noun,троллей,glroot,кар,glroot,1;0,,
фонотека,noun,фоно,glroot,тека,glroot,1;0,,
фонолог,noun,фоно,glroot,лог,glroot,1;0,,
хронограф,noun,хроно,glroot,граф,glroot,1;0,,
хронометр,noun,хроно,glroot,метр,glroot,1;0,,
текстолог,noun,текст,noun,лог,glroot,1;0,,
психолог,noun,психо,glroot,лог,glroot,1;0,,
египтолог,noun,Египет,prop,лог,glroot,1;0,,
вулканолог,noun,вулкан,noun,лог,glroot,1;0,,
библиограф,noun,библио,glroot,граф,glroot,1;0,,
лексикограф,noun,лексика,noun,граф,glroot,1;0,,
гидрограф,noun,гидро,glroot,граф,glroot,1;0,,
типограф,noun,тип,noun,граф,glroot,1;0,,
фонограф,noun,фон,glroot,граф,glroot,1;0,,
барограф,noun,бар,glroot,граф,glroot,1;0,,
сейсмограф,noun,сейсмо,glroot,граф,glroot,1;0,,
цинкограф,noun,цинк,noun,граф,glroot,1;0,,
телеграмма,noun,теле,glroot,грамма,glroot,1;0,,
фонограмма,noun,фон,glroot,грамма,glroot,1;0,,
радиограмма,noun,радио,glroot,грамма,glroot,1;0,,
сейсмограмма,noun,сейсмо,glroot,грамма,glroot,1;0,,
шифрограмма,noun,шифр,noun,грамма,glroot,1;0,,
рентгенометр,noun,рентген,noun,метр,glroot,1;0,,
таксометр,noun,такси,noun,метр,glroot,1;0,,
калориметр,noun,калория,noun,метр,glroot,1;0,,
микрометр,noun,микро,glroot,метр,glroot,1;0,,
радиометр,noun,радио,glroot,метр,glroot,1;0,,
виброметр,noun,вибро,glroot,метр,glroot,1;0,,
балетоман,noun,балет,noun,ман,glroot,1;0,,
меломан,noun,мелодия,noun,ман,glroot,1;0,,
графоман,noun,граф,glroot,ман,glroot,1;0,,
библиофил,noun,библио,glroot,фил,glroot,1;0,,
славянофил,noun,славяне,noun,фил,glroot,1;0,,
германофил,noun,Германия,prop,фил,glroot,1;0,,
термофил,noun,термо,glroot,фил,glroot,1;0,,
гидрофил,noun,гидро,glroot,фил,glroot,1;0,,
женофоб,noun,жена,noun,фоб,glroot,1;0,,
германофоб,noun,Германия,prop,фоб,glroot,1;0,,
фотофоб,noun,фото,glroot,фоб,glroot,1;0,,
гидрофоб,noun,гидро,glroot,фоб,glroot,1;0,,
телескоп,noun,теле,glroot,скоп,glroot,1;0,,
микроскоп,noun,микро,glroot,скоп,glroot,1;0,,
фильмоскоп,noun,фильм,noun,скоп,glroot,1;0,,
спектроскоп,noun,спектр,noun,скоп,glroot,1;0,,
шароскоп,noun,шар,noun,скоп,glroot,1;0,,
телефон,noun,теле,glroot,фон,glroot,1;0,,
видеофон,noun,видео,glroot,фон,glroot,1;0,,
гидрофон,noun,гидро,glroot,фон,glroot,1;0,,
диктофон,noun,диктовать,verb,фон,glroot,1;0,,
шлемофон,noun,шлем,noun,фон,glroot,1;0,,
астронавт,noun,астро,glroot,навт,glroot,1;0,,
аэронавт,noun,аэро,glroot,навт,glroot,1;0,,
стратонавт,noun,страто,glroot,навт,glroot,1;0,,
космонавт,noun,космо,glroot,навт,glroot,1;0,,
гидронавт,noun,гидро,glroot,навт,glroot,1;0,,
океанавт,noun,океан,noun,навт,glroot,1;0,,
мотодром,noun,мото,glroot,дром,glroot,1;0,,
аэродром,noun,аэро,glroot,дром,glroot,1;0,,
танкодром,noun,танк,noun,дром,glroot,1;0,,
космодром,noun,космо,glroot,дром,glroot,1;0,,
ракетодром,noun,ракета,noun,дром,glroot,1;0,,
вододром,noun,вода,noun,дром,glroot,1;0,,
роликодром,noun,ролики,noun,дром,glroot,1;0,,
аэроплан,noun,аэро,glroot,план,glroot,1;0,,
гидроплан,noun,гидро,glroot,план,glroot,1;0,,
стратоплан,noun,страто,glroot,план,glroot,1;0,,
ракетоплан,noun,ракета,noun,план,glroot,1;0,,
дельтаплан,noun,дельта,noun,план,glroot,1;0,,
аэростат,noun,аэро,glroot,стат,glroot,1;0,,
стратостат,noun,страто,glroot,стат,glroot,1;0,,
гидростат,noun,гидро,glroot,стат,glroot,1;0,,
автобус,noun,авто,glroot,бус,glroot,1;0,,
троллейбус,noun,троллей,glroot,бус,glroot,1;0,,
микробус,noun,микро,glroot,бус,glroot,1;0,,
гидробус,noun,гидро,glroot,бус,glroot,1;0,,
аэробус,noun,аэро,glroot,бус,glroot,1;0,,
автомобиль,noun,авто,glroot,мобиль,glroot,1;0,,
электромобиль,noun,электро,glroot,мобиль,glroot,1;0,,
автокар,noun,авто,glroot,кар,glroot,1;0,,
электрокар,noun,электро,glroot,кар,glroot,1;0,,
троллейкар,noun,троллей,glroot,кар,glroot,1;0,,
библиотека,noun,библио,glroot,тека,glroot,1;0,,
картотека,noun,карта,noun,тека,glroot,1;0,,
фильмотека,noun,фильм,noun,тека,glroot,1;0,,
игротека,noun,игра,noun,тека,glroot,1;0,,
фонотека,noun,фоно,glroot,тека,glroot,1;0,,
изотека,noun,изо,glroot,тека,glroot,1;0,,
винотека,noun,вино,noun,тека,glroot,1;0,,
дискотека,noun,диск,noun,тека,glroot,1;0,,
хлебороб,noun,хлеб,noun,роб,glroot,1;0,,
хлопкороб,noun,хлопок,noun,роб,glroot,1;0,,
землероб,noun,земля,noun,роб,glroot,1;0,,
Узбекистан,noun,узбек,noun,стан,glroot,1;0,,
Таджикистан,noun,таджик,noun,стан,glroot,1;0,,
Киргизстан,noun,киргиз,noun,стан,glroot,1;0,,
Казахстан,noun,казах,noun,стан,glroot,1;0,,
Афганистан,noun,Афган,prop,стан,glroot,1;0,,
Индостан,noun,Инд,prop,стан,glroot,1;0,,
кругорама,noun,круг,noun,рама,glroot,1;0,,
стереорама,noun,стерео,glroot,рама,glroot,1;0,,
вариорама,noun,варио,glroot,рама,glroot,1;0,,
велобол,noun,вело,glroot,бол,glroot,1;0,,
мотобол,noun,мото,glroot,бол,glroot,1;0,,
полимер,noun,поли,glroot,мер,glroot,1;0,,
изомер,noun,изо,glroot,мер,glroot,1;0,,
электролиз,noun,электро,glroot,лиз,glroot,1;0,,
гидролиз,noun,гидро,glroot,лиз,glroot,1;0,,
радиолиз,noun,радио,glroot,лиз,glroot,1;0,,
радиолокация,noun,радио,glroot,локация,glroot,1;0,,
гидролокация,noun,гидро,glroot,локация,glroot,1;0,,
микротрон,noun,микро,glroot,трон,glroot,1;0,,
биотрон,noun,био,glroot,трон,glroot,1;0,,
климатрон,noun,климат,noun,трон,glroot,1;0,,
моногамия,noun,моно,glroot,гамия,glroot,1;0,,
полигамия,noun,поли,glroot,гамия,glroot,1;0,,
психопат,noun,психо,glroot,пат,glroot,1;0,,
невропат,noun,невро,glroot,пат,glroot,1;0,,
текстология,noun,текст,noun,лог,glroot,1;0,rule578*(noun + иj(а) -> noun),
библиография,noun,библио,glroot,граф,glroot,1;0,rule578*(noun + иj(а) -> noun),
фотометрия,noun,фото,glroot,метр,glroot,1;0,rule578*(noun + иj(а) -> noun),
англомания,noun,Англия,prop,ман,glroot,1;0,rule578*(noun + иj(а) -> noun),
славянофильство,noun,славяне,noun,фил,glroot,1;0,-ств(о),
термофилия,noun,термо,glroot,фил,glroot,1;0,rule578*(noun + иj(а) -> noun),
женофобство,noun,жена,noun,фоб,glroot,1;0,-ств(о),
гидрофобия,noun,гидро,glroot,фоб,glroot,1;0,rule578*(noun + иj(а) -> noun),
спектроскопия,noun,спектр,noun,скоп,glroot,1;0,rule578*(noun + иj(а) -> noun),
космонавтика,noun,космо,glroot,навт,glroot,1;0,-ик(а),
графолог,noun,граф,glroot,лог,glroot,1;0,,
графоман,noun,граф,glroot,ман,glroot,1;0,,
граммофон,noun,грамма,glroot,фон,glroot,1;0,,
метролог,noun,метр,glroot,лог,glroot,1;0,,
фонометр,noun,фон,glroot,метр,glroot,1;0,,
фонолог,noun,фон,glroot,лог,glroot,1;0,,
фонотека,noun,фон,glroot,тека,glroot,1;0,,
патолог,noun,пат,glroot,лог,glroot,1;0,,
диалектолог,noun,диалект,noun,лог,glroot,1;0,,
сахариметр,noun,сахар,noun,метр,glroot,1;0,,
шароскоп,noun,шар,noun,скоп,glroot,1;0,,
славянофил,noun,славяне,noun,фил,glroot,1;0,,
хлебороб,noun,хлеб,noun,роб,glroot,1;0,,
